,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
3746,Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,Comedy|Drama,diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",1982-04-02,110.0
3747,Steve Carver,David Carradine,William Sanderson,Robert Beltran,Action|Crime|Drama|Thriller|Western,lone wolf mcquade,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates in a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",1983-04-15,107.0
3748,Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,Horror|Mystery|Sci-Fi|Thriller,apollo 18,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",2011-07-20,86.0
3749,Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Comedy|Drama,sunshine cleaning,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,2008-01-18,102.0
3750,John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,Action|Thriller,no escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015-08-26,103.0
3751,Don Coscarelli,Vanna Bonta,John Amos,Rip Torn,Action|Adventure|Fantasy,the beastmaster,"Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",1982-08-16,118.0
3752,King Vidor,Gina Lollobrigida,George Sanders,Finlay Currie,Drama|History|Romance|War,solomon and sheba,"Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.",1959-12-25,139.0
3753,Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,Comedy,fifty shades of black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2016-01-28,92.0
3754,Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,Drama|Romance,not easily broken,A car accident and shifting affections test the bond between a married couple.,2009-01-09,99.0
3755,Frank Borzage,Gary Cooper,Helen Hayes,Adolphe Menjou,Drama|Romance|War,a farewell to arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.",1932-12-08,89.0
3756,Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London,Comedy|Romance,the perfect match,"Terrence J. stars as Charlie, a playboy who's convinced that relationships are dead. His two best friends, Donald Faison and Robert C. Riley, bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva, played by singer/actress Cassie. They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.",2016-03-11,96.0
3757,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Action|Adventure|Animation|Family|Sci-Fi,digimon: the movie,"The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him.",2000-03-04,89.0
3758,Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Comedy|Drama,saved!,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",2004-01-21,92.0
3759,Denys Arcand,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,Comedy|Crime|Drama|Mystery|Romance,the barbarian invasions,"In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.",2003-09-24,99.0
3760,Richard Lester,Robert Shaw,Denholm Elliott,Nicol Williamson,Adventure|Drama|Romance,robin and marian,"Robin Hood, aging none too gracefully, returns exhausted from the Crusades to woo and win Maid Marian one last time.",1976-03-11,106.0
3761,J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,Horror|Thriller,the forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,2001-04-27,90.0
3762,Guy Hamilton,Harrison Ford,Carl Weathers,Franco Nero,Action|Drama|War,force 10 from navarone,"World War II, 1943. Mallory and Miller, the heroes who destroyed the guns of Navarone, are sent to Yugoslavia in search of a ghost from the past.",1978-08-16,114.0
3763,Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,Comedy|Drama,uhf,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,1989-07-21,97.0
3764,Nicholaus Goossen,Linda Cardellini,Joel David Moore,Shirley Jones,Comedy,grandma's boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother.",2006-01-06,94.0
3765,Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,Comedy|Drama,slums of beverly hills,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",1998-08-14,91.0
3766,Sergio Leone,Claudia Cardinale,Woody Strode,Jack Elam,Western,once upon a time in the west,,2010-01-01,
3767,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,Comedy|Crime|Drama|Thriller,made,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",2017-08-18,115.0
3768,Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,Drama|Mystery|Sci-Fi,moon,Marc Spector is a man who's been shattered into 4 separate identities who come together to become the hooded crusader of vengeance: The Moon Knight.,2019-01-17,17.0
3769,Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins,Comedy,keeping up with the steins,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",2006-05-12,90.0
3770,Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Documentary,sea rex 3d: journey to a prehistoric world,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",2010-05-14,41.0
3771,Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,Drama,the sweet hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",1997-09-25,112.0
3772,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Drama,of gods and men,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",2010-05-18,120.0
3773,Randall Miller,Alan Rickman,Freddy Rodríguez,Greg Collins,Comedy|Drama,bottle shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",2008-09-05,110.0
3774,Jerry Belson,Cassandra Peterson,Tim Thomerson,Bess Armstrong,Comedy|Music|Sci-Fi,jekyll and hyde... together again,Dr. Jekyll inhales white powder and becomes an obnoxious Southern Californian.,1982-11-10,87.0
3775,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Biography|Crime|Drama|Romance|Thriller,heavenly creatures,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.",1994-09-12,109.0
3776,Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,Drama,90 minutes in heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",2015-09-11,121.0
3777,Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,Comedy|Drama,everything must go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011-05-13,97.0
3778,Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,Comedy|Crime|Drama|Mystery|Thriller,zero effect,"Daryl Zero is a private investigator and—along with his assistant, Steve Arlo—he solves impossible crimes and puzzles. Although Daryl's  a master investigator, when he's not working he doesn't know what to do with himself. He has no social skills, writes bad music and drives Steve crazy.",1998-01-30,116.0
3779,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,Drama|Thriller,the machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is suffering from insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",2004-02-09,101.0
3780,Paul Schrader,Dana Delany,Jane Adams,David Clennon,Crime|Drama,light sleeper,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",1992-02-01,103.0
3781,Michael Cuesta,Jeremy Renner,Paz Vega,Robert Pralgo,Biography|Crime|Drama|Mystery|Thriller,kill the messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,2014-10-09,112.0
3782,John Cameron Mitchell,Dianne Wiest,Jon Tenney,Tammy Blanchard,Drama,rabbit hole,Life for a happy couple is turned upside down after their young son dies in an accident.,2010-12-16,91.0
3783,Fenton Bailey,Macaulay Culkin,Mia Kirshner,Marilyn Manson,Biography|Crime|Drama|Thriller,party monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",2003-09-05,98.0
3784,Jeremy Saulnier,Alia Shawkat,Mark Webber,Joe Cole,Crime|Horror|Music|Thriller,green room,"A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime.",2015-09-25,95.0
3785,Billy Kent,Liza Minnelli,Tim Russ,Winter Ave Zoli,Comedy|Drama|Romance,the oh in ohio,"Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.",2006-03-30,88.0
3786,James Manera,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,Drama|Mystery|Sci-Fi,atlas shrugged: who is john galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",2014-09-12,99.0
3787,Wes Anderson,Andrew Wilson,Darryl Cox,Lumi Cavazos,Comedy|Crime|Drama,bottle rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",1996-02-21,91.0
3788,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,Crime|Drama|Thriller,albino alligator,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",1996-09-09,97.0
3789,Feroz Abbas Khan,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Biography|Drama|History,"gandhi, my father","With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi.",2007-08-03,136.0
3790,Errol Morris,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,Crime|Documentary|War,standard operating procedure,Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison.,2008-02-12,117.0
3791,Dennis Hopper,Raymond Burr,Don Gordon,Jim Byrnes,Drama,out of the blue,A young girl whose father is an ex-convict and whose mother is a junkie finds it difficult to conform and tries to find comfort in a quirky combination of Elvis and the punk scene.,1980-05-01,89.0
3792,Eli Craig,Katrina Bowden,Tyler Labine,Chelan Simmons,Comedy|Horror,tucker and dale vs evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010-01-22,89.0
3793,Nicholas Fackler,Adam Scott,Ellen Burstyn,Martin Landau,Drama|Romance,"lovely, still",A holiday fable that tells the story of an elderly man discovering love for the first time.,2008-01-01,92.0
3794,Richard Wallace,Judith Anderson,Paul Fix,Laraine Day,Adventure|Drama|Romance,tycoon,"Monroe Stahr, a successful movie producer, pursues a beautiful and elusive young woman — all the while working himself to death.",1976-11-18,123.0
3795,Morgan J. Freeman,Ethan Suplee,John Heard,Sara Gilbert,Drama,desert blue,"An academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.",1999-06-04,90.0
3796,Matthew Hastings,Meghan Ory,Marc Trottier,Corey Sevier,Comedy|Horror|Sci-Fi,decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",2004-02-27,95.0
3797,M. Night Shyamalan,Ocean James,Patch Darragh,Olivia DeJonge,Horror|Thriller,the visit,"A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",2015-09-10,94.0
3798,Brian De Palma,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,Crime|Thriller|War,redacted,"A fictional documentary discusses the effects the Iraq war has had on soldiers and local people through interviews with members of an American military unit, the media, and local Iraqis.",2007-11-16,90.0
3799,Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,Mystery|Romance|Thriller,fascination,"A thief seeks refuge in a castle owned by two women, Eva and Elizabeth. The women are seductive and teasing, but turn out to be part of a vampiric cult of blood-drinking aristocrats.",1979-11-01,80.0
3800,unknown,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama|Fantasy,saving grace            ,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.",2000-01-24,93.0
3801,Oren Peli,Glenn Campbell,Sandra Staggs,Jelena Nik,Horror|Sci-Fi|Thriller,area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",2015-05-15,91.0
3802,Jaume Balagueró,Luis Tosar,Tony Corvillo,Marta Etura,Drama|Horror|Thriller,sleep tight,"Preston’s adoptive parents Daniel and Kate think that he is just going through a phase, but Kate fears it may be more because of Preston’s haunted past. Are the monsters in Preston’s closet his past coming back to haunt him? Or is it just another kid with an over active imagination? One thing is for sure, its going to be a night everyone will remember…",2020-01-01,11.0
3803,Paul Andrew Williams,Dave Legeno,Doug Bradley,Georgia Groome,Comedy|Crime|Horror|Thriller,the cottage,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose.",2008-02-07,92.0
3804,Stephen Herek,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,Comedy|Drama|Fantasy,dead like me: life after death,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",2009-02-17,87.0
3805,Bob Saget,Alyson Hannigan,John Stamos,Jim Belushi,Animation|Comedy,farce of the penguins,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",2007-07-14,80.0
3806,Jim Amatulli,Heather Locklear,Patricia Neal,Katie Leclerc,Drama|Family|Music,flying by,"A real estate developer goes to his 25th high school reunion without his wife, and finds his old teenage band playing. They get him up on stage for a couple of songs, and convince him come to a rehearsal. His wife is outraged that he played. His daughter thinks it's kind of cool. His Mother, in a retirement home, encourages him to enjoy life. He feels some temporary relief from the pressures of business complexities and the stress of marriage tensions. The band gets booked at a popular bar, which leads to a last minute booking to open for a reunion tour, with the possibility of additional tour dates. But the band has internal conflicts. He faces a tough decision to give it a shot even though it will affect his marriage, his family, particularly his daughter, and his business.",2009-01-01,95.0
3807,unknown,Corbin Bernsen,Dulé Hill,Timothy Omundson,Comedy|Crime|Mystery,psych            ,"The ambitious friends come together during the holidays after a mystery assailant targets one of their own. A comedic thrill-ride follows, as the wild and unpredictable Psych team pursues the bad guys, justice … and, of course, food!",2017-12-07,80.0
3808,William H. Macy,Billy Crudup,Felicity Huffman,David Adam Flannery,Comedy|Drama|Music,rudderless,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",2014-10-17,105.0
3809,Barrett Esposito,Chazz Palminteri,Cyndi Lauper,Danny Aiello,Animation|Family,henry & me,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",2014-08-18,67.0
3810,Mitch Davis,Gary Cole,Jon Heder,Cheryl Hines,Comedy,christmas eve,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",2015-12-04,95.0
3811,Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,Crime|Drama|Thriller,we have your husband,"American-born Jayne Valseca, her husband Eduardo, the son of a legendary Mexican newspaper publisher, and their two children live an idyllic life on their 1,000 acre ranch outside of a peaceful Mexico town. But in the summer of 2007, their peaceful life is turned into a real-life nightmare when Eduardo is ambushed and kidnapped by strangers. With kidnapping becoming a pervasive and lucrative business in Mexico, Jayne is at the mercy of the kidnappers when they demand millions for the husband's safe release. She's pushed to the limit to do everything she possibly can to raise the money necessary to bring Eduardo back alive. As Eduardo is starved and tortured, he looses hope of ever seeing his family again but despite the dire and bleak times, Jayne refuses to give up and decides to turn the tables on the kidnappers and makes demands of her own. The film is based on a true story from the book, We Have Your Husband: One Woman's Terrifying Story of a Kidnapping in Mexico.",2011-11-12,89.0
3812,Paul Schrader,Nicolas Cage,Irène Jacob,Tomiwa Edun,Drama|Thriller,dying of the light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",2014-12-04,94.0
3813,Vicky Jewson,James Frain,Sofia Black-D'Elia,Lisa Kay,Action|Drama|Thriller|War,born of war,"Mina, a young college student, has her life ripped away after her family is killed. When she finds out their murder was part of a botched kidnapping to return her to her real father—a terrorist in the middle east.",2013-12-05,109.0
3814,Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,Action|Sci-Fi|Thriller,capricorn one,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter, they must battle a sinister conspiracy that will stop at nothing to keep the truth.",1977-12-10,123.0
3815,Marc Bennett,Michael Rapaport,Natasha Henstridge,Costas Mandylor,Comedy|Drama,should've been romeo,"A self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just as his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a singles cruise.",2012-04-28,
3816,Mike Mayhall,David Raizor,Cody Howard,Martin Kove,Family,running forever,"After being estranged since her mother's death in the 9/11 attacks, both daughter and father must work together to re-establish their relationship. When the difficulty nearly consumes them both, a bond with a beautiful horse that has also gone through its own tragic loss brings Taylor Sims, back to what is important - family, friendship and faith. With help from the community and from above, they repair the pieces of their lives and learn to stop running, forever.",2015-10-27,88.0
3817,Kevin Smith,Johnny Depp,Haley Joel Osment,Natasha Lyonne,Comedy|Fantasy|Horror|Thriller,yoga hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,2016-07-08,88.0
3818,Stanton Barrett,Mikal Vega,Michael Dudikoff,Ed Quinn,Action|Horror,navy seals vs. zombies,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",2015-10-08,97.0
3819,Jirí Menzel,Julia Jentsch,Ivan Barnev,Milan Lasica,Comedy|Drama|Romance|War,i served the king of england,"Prague, Czechoslovakia, during the inter-war period. Jan Dítě, a young and clever waiter who wants to become a millionaire, comes to the conclusion that to achieve his ambitious goal he must be diligent, listen and observe as much as he can, be always discreet and use what he learns to his own advantage; but the turbulent tides of history will continually stand in his way.",2007-01-11,115.0
3820,Fatih Akin,Udo Kier,Moritz Bleibtreu,Birol Ünel,Comedy|Drama,soul kitchen,"In Hamburg, German-Greek chef Zinos unknowingly disturbs the peace in his locals-only restaurant by hiring a more talented chef.",2009-09-09,99.0
3821,Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,Drama,sling blade,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",1996-08-30,135.0
3822,Nick Murphy,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,Horror|Thriller,the awakening,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,2011-08-17,107.0
3823,Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,Horror,hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2006-01-06,94.0
3824,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,Comedy|Drama,tristram shandy: a cock and bull story,"Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""The Life and Opinions of Tristram Shandy, Gentleman"" being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's.",2005-07-17,94.0
3825,Jeff Nichols,Katy Mixon,Shea Whigham,Robert Longstreet,Drama|Thriller,take shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",2011-09-30,120.0
3826,Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,Fantasy|Horror|Mystery|Thriller,lady in white,"Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.",1988-04-22,113.0
3827,Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton,Comedy|Drama,driving lessons,"A shy teenage boy trying to escape the influence of his domineering mother, has his world changed when he begins to work for a retired actress.",2006-10-13,98.0
